"TOA5","CR1000-Admin Met","CR1000","52119","CR1000.Std.25","CPU:WXT520-30,60.Rain-1-10-16.CR1","19841","Admin"
"TIMESTAMP","RECORD","Ws_Mean","Wd_MeanUnitVector","Wd_StdDev","AirTemp_Avg","RelHumidity","AirPressure","Ramount_Tot","Hamount_Tot"
"TS","RN","mph","Deg","Deg","Celsius","%","hPa","in","hits/cm2"
"","","WVc","WVc","WVc","Avg","Smp","Smp","Tot","Tot"
"2017-08-21 15:00:00",14134,11.01,65.84,25.42,78.96,65.9,645.2,0.203,1
"2017-08-21 16:00:00",14135,9.19,317,40.26,68.51,56.3,645.2,0.781,0
"2017-08-21 17:00:00",14136,8.27,332.4,12.29,69.36,45.3,644.5,0,0
"2017-08-21 18:00:00",14137,2.3,275.6,50.66,71.46,46.1,644.5,0,0
"2017-08-21 19:00:00",14138,1.403,309.8,61.78,70.66,46.3,644.8,0,0
"2017-08-21 20:00:00",14139,2.129,2.268,32.65,70.58,53.1,645,0,0
"2017-08-21 21:00:00",14140,1.785,329.4,27.39,70.14,50.9,645.2,0,0
"2017-08-21 22:00:00",14141,1.867,311.4,26.8,69.56,63,645.2,0,0
"2017-08-21 23:00:00",14142,3.523,338.1,6.679,68.11,62.6,645.2,0,0
"2017-08-22 00:00:00",14143,3.088,346.8,11.57,68.49,61.3,645.1,0,0
"2017-08-22 01:00:00",14144,3.089,327.3,8.06,66.92,60.9,644.9,0,0
"2017-08-22 02:00:00",14145,2.578,342.2,12.59,67.4,59.7,644.9,0,0
"2017-08-22 03:00:00",14146,2.582,334.1,23.35,67.26,60.7,644.9,0,0
"2017-08-22 04:00:00",14147,3.977,330.1,5.005,66.14,56.6,645,0,0
"2017-08-22 05:00:00",14148,3.576,338.6,27.73,67.16,54.1,645.4,0,0
"2017-08-22 06:00:00",14149,3.007,341.8,14.25,66.74,55.8,645.8,0,0
"2017-08-22 07:00:00",14150,1.355,308.7,49.97,70.3,47.3,646.1,0,0
"2017-08-22 08:00:00",14151,2.765,87.6,35.51,75.05,38.6,646.3,0,0
"2017-08-22 09:00:00",14152,5.077,80.3,17.77,76.08,38.8,646.4,0,0
"2017-08-22 10:00:00",14153,6.473,47.77,16.75,77.1,35.6,646.4,0,0
"2017-08-22 11:00:00",14154,6.1,63.01,17.13,77.98,29.4,646.1,0,0
"2017-08-22 12:00:00",14155,5.483,92.1,42.86,80.7,23,645.7,0,0
"2017-08-22 13:00:00",14156,8.24,263.7,29.05,82.4,22.1,645.4,0,0
"2017-08-22 14:00:00",14157,5.892,257.2,38.86,83.2,21.7,644.8,0,0
"2017-08-22 15:00:00",14158,8.39,299.7,27.91,84.5,22.4,644.4,0,0
"2017-08-22 16:00:00",14159,5.774,230.3,47.93,84.7,23.2,644.2,0,0
"2017-08-22 17:00:00",14160,4.808,212.7,18.71,83.7,24.5,643.9,0,0
"2017-08-22 18:00:00",14161,4.222,214.5,24.75,84,25,643.7,0,0
"2017-08-22 19:00:00",14162,8.2,267.1,15.01,82.5,26.8,644,0,0
"2017-08-22 20:00:00",14163,6.952,260.2,5.452,79.77,28.3,644.5,0,0
"2017-08-22 21:00:00",14164,6.864,262.4,6.081,78.21,28.7,644.4,0,0
"2017-08-22 22:00:00",14165,5.323,260.1,9.75,77.58,29.8,644.3,0,0
"2017-08-22 23:00:00",14166,4.319,255.2,12.68,77.25,34,644.4,0,0
"2017-08-23 00:00:00",14167,2.61,285.7,29.68,75.84,35.6,644.3,0,0
"2017-08-23 01:00:00",14168,4.678,296.3,27.1,75.09,35.9,644.3,0,0
"2017-08-23 02:00:00",14169,6.814,283,8.91,74.75,37.4,644.3,0,0
"2017-08-23 03:00:00",14170,5.549,300.9,9.41,74.01,36.7,644.1,0,0
"2017-08-23 04:00:00",14171,3.45,307.5,32.12,72.89,39.9,644.1,0,0
"2017-08-23 05:00:00",14172,3.915,318.7,34.6,72.74,40.3,644,0,0
"2017-08-23 06:00:00",14173,2.481,340,45.89,71.37,39,644.3,0,0
"2017-08-23 07:00:00",14174,1.284,310.3,30.64,73.68,35.1,644.5,0,0
"2017-08-23 08:00:00",14175,2.05,59.71,41.27,79.21,27.3,644.4,0,0
"2017-08-23 09:00:00",14176,5.478,76.29,24.2,81.8,26.7,644.3,0,0
"2017-08-23 10:00:00",14177,9.33,96.4,14.48,82.9,25.2,644.3,0,0
"2017-08-23 11:00:00",14178,7.395,106.7,44.51,83.7,24.9,643.9,0,0
"2017-08-23 12:00:00",14179,8.11,117.3,26.46,84,26.1,643.4,0.002,0
"2017-08-23 13:00:00",14180,8.08,156.2,29.06,85.7,22.2,642.8,0,0
"2017-08-23 14:00:00",14181,8.11,178.9,27.55,86.3,22.1,642.3,0,0
"2017-08-23 15:00:00",14182,11.45,14.41,27.53,82,29.9,642.1,0,0
"2017-08-23 16:00:00",14183,8.36,37.77,17.51,79.39,32.5,641.9,0,0
"2017-08-23 17:00:00",14184,5.418,91.8,15.07,77.88,36.8,641.8,0.001,0
"2017-08-23 18:00:00",14185,4.767,351,48.81,77.58,34.8,641.6,0,0
"2017-08-23 19:00:00",14186,3.209,218.7,36.53,77.71,35,641.8,0,0
"2017-08-23 20:00:00",14187,2.682,63.38,44.22,76.39,35.2,642.2,0,0
"2017-08-23 21:00:00",14188,3.032,295.9,23.91,75.08,36.5,642,0,0
"2017-08-23 22:00:00",14189,2.668,345.2,29.16,76.49,37.4,642.2,0,0
"2017-08-23 23:00:00",14190,5.094,270.2,44.72,76.07,39.1,642.3,0,0
"2017-08-24 00:00:00",14191,2.945,309.3,14.83,74.03,42.8,642,0,0
"2017-08-24 01:00:00",14192,2.646,352.1,16.17,73,45.3,641.8,0,0
"2017-08-24 02:00:00",14193,2.76,347,30.68,72.37,44.4,641.9,0,0
"2017-08-24 03:00:00",14194,1.867,351.9,39.02,71.58,39.8,641.8,0,0
"2017-08-24 04:00:00",14195,1.585,311.9,42.75,71.16,42.8,641.9,0,0
"2017-08-24 05:00:00",14196,3.678,179.2,45.19,71.97,41.2,642.4,0,0
"2017-08-24 06:00:00",14197,7.813,162.7,12.14,72.81,45.7,642.6,0.001,0
"2017-08-24 07:00:00",14198,7.987,95.3,15.85,72.95,43.4,643.1,0,0
"2017-08-24 08:00:00",14199,9.77,42.74,14.23,71.78,53.5,643.5,0,0
"2017-08-24 09:00:00",14200,8.48,47.59,15.28,70.78,55.1,643.7,0,0
"2017-08-24 10:00:00",14201,8.89,60.99,19.17,73.26,52.2,643.7,0,0
"2017-08-24 11:00:00",14202,12.88,111.1,12.94,75.06,50.2,643.4,0,0
"2017-08-24 12:00:00",14203,10.48,103.6,17.55,76.78,40.8,642.8,0,0
"2017-08-24 13:00:00",14204,7.991,103.9,23.9,78.95,37,642.2,0,0
"2017-08-24 14:00:00",14205,6.168,97.1,40.43,80.9,31.7,641.7,0,0
"2017-08-24 15:00:00",14206,5.728,82.4,30.4,82.5,30.4,641,0,0
"2017-08-24 16:00:00",14207,5.482,117.7,32.27,82.9,27.9,640.7,0,0
"2017-08-24 17:00:00",14208,5.751,137,20.34,82.9,29.1,640.4,0,0
"2017-08-24 18:00:00",14209,4.975,69.21,16.8,81.6,33.7,640.5,0,0
"2017-08-24 19:00:00",14210,5.669,21.65,10.43,79.5,38.7,640.7,0,0
"2017-08-24 20:00:00",14211,5.567,56.25,22.13,77.47,39.4,641.3,0,0
"2017-08-24 21:00:00",14212,4.061,353,20.17,76.47,42.3,641.3,0,0
"2017-08-24 22:00:00",14213,1.487,294.6,37.83,74.77,44.7,641.3,0,0
"2017-08-24 23:00:00",14214,2.285,320.3,6.469,73.3,46.6,641.4,0,0
"2017-08-25 00:00:00",14215,2.67,331.8,8.91,73.12,44.8,641.2,0,0
"2017-08-25 01:00:00",14216,3.201,316.4,18.06,72.87,42.4,641.1,0,0
"2017-08-25 02:00:00",14217,3.995,316.4,7.002,73.21,41.8,641.2,0,0
"2017-08-25 03:00:00",14218,3.32,324.9,21,73.02,43.7,641.3,0,0
"2017-08-25 04:00:00",14219,2.484,331,14.95,72.53,42.8,641.3,0,0
"2017-08-25 05:00:00",14220,1.595,24.79,39.01,71.98,44,641.6,0,0
"2017-08-25 06:00:00",14221,1.664,356,40.22,72.18,44.3,642,0,0
"2017-08-25 07:00:00",14222,3.177,99,23.57,75.1,39.5,642.5,0,0
"2017-08-25 08:00:00",14223,3.679,82.8,27.9,78.16,36.7,642.8,0,0
"2017-08-25 09:00:00",14224,5.28,81.7,20.88,79.46,34.9,642.8,0,0
"2017-08-25 10:00:00",14225,6.415,81.3,24.13,81.7,29.7,642.8,0,0
"2017-08-25 11:00:00",14226,6.786,64.51,28.07,83.3,28.6,642.5,0,0
"2017-08-25 12:00:00",14227,5.562,64.04,34.56,84.5,26.5,642.3,0,0
"2017-08-25 13:00:00",14228,5.44,56.94,38.98,85.2,25.7,642.1,0,0
"2017-08-25 14:00:00",14229,10.21,309.5,35.46,79.91,42.8,642.2,0.028,0
"2017-08-25 15:00:00",14230,8.25,356.8,19.28,80.5,31.4,642.2,0,0
"2017-08-25 16:00:00",14231,7.833,343.9,15.29,82.6,25.8,642.1,0,0
"2017-08-25 17:00:00",14232,4.891,33.93,15.19,84.2,28,642,0,0
"2017-08-25 18:00:00",14233,5.103,30.42,11.06,82.3,28.3,642,0,0
"2017-08-25 19:00:00",14234,2.434,2.976,41.45,79.67,33.2,642.2,0,0
"2017-08-25 20:00:00",14235,3.075,329.4,12.69,77.4,36,642.6,0,0
"2017-08-25 21:00:00",14236,3.348,328.3,6.96,76.49,35.5,642.8,0,0
"2017-08-25 22:00:00",14237,3.544,328.7,5.328,76.07,36,643.1,0,0
"2017-08-25 23:00:00",14238,4.152,334.8,5.365,76.65,34.6,643.2,0,0
"2017-08-26 00:00:00",14239,3.665,342.7,13.64,77.29,30.5,643.3,0,0
"2017-08-26 01:00:00",14240,3.374,332.9,29.41,78.29,27.8,643.3,0,0
"2017-08-26 02:00:00",14241,4.448,310.8,12.83,77.62,29.6,643.5,0,0
"2017-08-26 03:00:00",14242,5.4,311.9,5.585,77.73,31.9,643.4,0,0
"2017-08-26 04:00:00",14243,6.109,311.3,5.269,76.48,33.5,643.5,0,0
"2017-08-26 05:00:00",14244,4.117,317.5,23.86,76,33.9,643.9,0,0
"2017-08-26 06:00:00",14245,3.205,331.2,35.11,73.52,33.6,644.3,0,0
"2017-08-26 07:00:00",14246,1.651,348.5,51.63,77.7,30.2,644.8,0,0
"2017-08-26 08:00:00",14247,2.452,121.8,38.11,83.4,24.7,645.1,0,0
"2017-08-26 09:00:00",14248,5.815,104,18.49,85.3,23.2,645.3,0,0
"2017-08-26 10:00:00",14249,6.32,78.59,17.51,86.5,22.5,645.5,0,0
"2017-08-26 11:00:00",14250,6.536,49.15,23.01,87.7,19.5,645.2,0,0
"2017-08-26 12:00:00",14251,6.252,62.68,34.4,88.7,17.3,645,0,0
"2017-08-26 13:00:00",14252,4.63,357.9,46.89,88.2,18.1,644.8,0,0
"2017-08-26 14:00:00",14253,4.898,319,51.36,89.4,17.8,644.5,0,0
"2017-08-26 15:00:00",14254,4.034,323.5,43.15,88.8,17.5,644.2,0,0
"2017-08-26 16:00:00",14255,2.298,288.1,48.58,89.4,17.7,644,0,0
"2017-08-26 17:00:00",14256,3.391,32.14,19.34,88.9,17.4,644,0,0
"2017-08-26 18:00:00",14257,1.68,90.8,19.22,89.4,17.6,644,0,0
"2017-08-26 19:00:00",14258,2.34,335.5,38.12,86.9,22.7,644.4,0,0
"2017-08-26 20:00:00",14259,5.981,100.8,17.09,85.8,19.5,644.8,0.002,0
"2017-08-26 21:00:00",14260,3.833,350.7,43.67,86,21.7,644.9,0,0
"2017-08-26 22:00:00",14261,3.767,305.1,11.4,83.1,24.9,644.9,0,0
"2017-08-26 23:00:00",14262,4.522,302.5,5.735,80.6,24.5,644.9,0,0
"2017-08-27 00:00:00",14263,5.67,313.1,4.157,80.2,24.4,644.8,0,0
"2017-08-27 01:00:00",14264,7.41,294.1,9.75,80.8,22.4,644.8,0,0
"2017-08-27 02:00:00",14265,5.255,310.9,8.14,80.3,22.6,644.7,0,0
"2017-08-27 03:00:00",14266,5.862,304.2,6.616,79.75,22.4,644.6,0,0
"2017-08-27 04:00:00",14267,4.964,318.2,6.467,79.67,21.7,644.8,0,0
"2017-08-27 05:00:00",14268,5.405,307.4,6.282,80.1,20.7,645.1,0,0
"2017-08-27 06:00:00",14269,5.247,311.2,4.567,80.5,21.3,645.3,0,0
"2017-08-27 07:00:00",14270,4.29,338,16.15,82.1,20.9,645.7,0,0
"2017-08-27 08:00:00",14271,1.98,162.9,23.02,85.2,19,645.7,0,0
"2017-08-27 09:00:00",14272,3.687,38.54,40.53,88,16,645.8,0,0
"2017-08-27 10:00:00",14273,6.893,40.18,21.11,89.8,15.5,645.6,0,0
"2017-08-27 11:00:00",14274,6.498,52.58,23.86,90.7,14.8,645.3,0,0
"2017-08-27 12:00:00",14275,6.027,51.4,36.68,92,14.1,645,0,0
"2017-08-27 13:00:00",14276,6.271,74.44,35.06,92,14.6,644.7,0,0
"2017-08-27 14:00:00",14277,4.734,46.5,33.66,91.2,14.6,644.3,0,0
"2017-08-27 15:00:00",14278,4.699,266.3,39.31,92.6,14.2,643.7,0,0
"2017-08-27 16:00:00",14279,3.102,314,46.17,91.7,14.5,643.6,0,0
"2017-08-27 17:00:00",14280,1.977,212.9,47.67,91.9,14,643.4,0,0
"2017-08-27 18:00:00",14281,3.963,264.4,14.99,91.9,14.9,643.4,0,0
"2017-08-27 19:00:00",14282,4.563,312,7.456,87.8,16.9,643.7,0,0
"2017-08-27 20:00:00",14283,4.264,304,9.79,86,17.3,644,0,0
"2017-08-27 21:00:00",14284,5.165,313.9,4.566,85.1,18.4,644,0,0
"2017-08-27 22:00:00",14285,4.865,307.9,12.97,83.9,20.5,644,0,0
"2017-08-27 23:00:00",14286,3.515,346.1,22.13,82.3,20.5,643.8,0,0
"2017-08-28 00:00:00",14287,5.776,310.8,6.372,83,20.1,643.7,0,0
"2017-08-28 01:00:00",14288,2.579,322.3,14.13,81.7,20.1,643.7,0.039,0
"2017-08-28 02:00:00",14289,5.208,302.5,37.74,80.9,20.8,643.8,0,0
"2017-08-28 03:00:00",14290,6.167,289.2,9.79,82.4,21.3,643.7,0,0
"2017-08-28 04:00:00",14291,5.675,305.5,7.278,81.7,21.6,643.7,0,0
"2017-08-28 05:00:00",14292,5.23,312,5.255,82.1,22.5,643.9,0,0
"2017-08-28 06:00:00",14293,4.747,317.7,5.333,82.3,22.3,644.2,0,0
"2017-08-28 07:00:00",14294,2.655,31.66,29.1,81.6,23.6,644.4,0,0
"2017-08-28 08:00:00",14295,1.65,17.16,30.8,85.5,18.5,644.5,0,0
"2017-08-28 09:00:00",14296,4.948,98,15.76,89,19.3,644.6,0,0
"2017-08-28 10:00:00",14297,6.202,126.3,35.96,89.1,19.9,644.6,0,0
"2017-08-28 11:00:00",14298,5.908,156.5,20.76,89.6,20.4,644.5,0,0
"2017-08-28 12:00:00",14299,5.303,192.5,31.82,91.1,16,644,0,0
"2017-08-28 13:00:00",14300,5.508,157.5,29.34,91.4,17.1,643.8,0,0
"2017-08-28 14:00:00",14301,7.595,192.3,27.88,90.2,15.8,643.6,0,0
"2017-08-28 15:00:00",14302,7.65,271.6,24.89,89,17.6,643.2,0,0
"2017-08-28 16:00:00",14303,10.58,176,22.4,88.8,17.9,643.2,0,0
"2017-08-28 17:00:00",14304,13.92,185.6,15.95,87.3,16.6,643.1,0,0
"2017-08-28 18:00:00",14305,3.658,264.3,24.76,89.5,15.5,642.9,0,0
"2017-08-28 19:00:00",14306,4.534,39.22,19.06,87.8,20.2,643.2,0,0
"2017-08-28 20:00:00",14307,2.021,112.7,46.54,84.4,22,643.5,0,0
"2017-08-28 21:00:00",14308,2.854,339.5,6.461,83.4,23.9,643.7,0,0
"2017-08-28 22:00:00",14309,2.999,6.599,10.87,83.1,21.1,643.8,0,0
"2017-08-28 23:00:00",14310,3.575,10.39,24.49,83.2,24.3,643.8,0,0
"2017-08-29 00:00:00",14311,4.663,302.4,27.45,82.3,23.5,643.6,0,0
"2017-08-29 01:00:00",14312,5.872,308,9.59,83,25.1,643.5,0,0
"2017-08-29 02:00:00",14313,7.684,285.7,8.27,83.2,25.4,643.7,0,0
"2017-08-29 03:00:00",14314,6.635,295.5,7.084,83.1,25.4,643.6,0,0
"2017-08-29 04:00:00",14315,5.122,297.7,6.896,82.6,26.2,643.7,0,0
"2017-08-29 05:00:00",14316,6.823,287.8,6.514,81.7,27.7,643.7,0,0
"2017-08-29 06:00:00",14317,5.19,290.7,8.39,80.3,28.6,644,0,0
"2017-08-29 07:00:00",14318,3.548,333.1,10.58,81.6,25.7,644.3,0,0
"2017-08-29 08:00:00",14319,2.09,3.998,29.21,84.1,26.7,644.6,0,0
"2017-08-29 09:00:00",14320,4.029,262.4,60.55,88.4,21,644.6,0,0
"2017-08-29 10:00:00",14321,6.774,266.1,21.58,89.9,19.6,644.7,0,0
"2017-08-29 11:00:00",14322,5.383,282.4,51.11,90.3,19.4,644.3,0,0
"2017-08-29 12:00:00",14323,3.609,289.5,47.96,89.6,29.6,644.3,0.16,0
"2017-08-29 13:00:00",14324,12.21,216.8,23.66,77.45,43.6,644.2,0.633,0
"2017-08-29 14:00:00",14325,17.58,275.9,21.3,80.4,27.2,643.5,0.073,0
"2017-08-29 15:00:00",14326,8.54,0.658,35.59,83,28.3,643.4,0.007,0
"2017-08-29 16:00:00",14327,5.308,88.3,16.06,86.6,21.6,642.9,0,0
"2017-08-29 17:00:00",14328,4.548,80.3,28.13,87.1,25.4,642.6,0,0
"2017-08-29 18:00:00",14329,3.704,85.9,19.99,85.3,25.3,642.7,0,0
"2017-08-29 19:00:00",14330,2.43,305.7,31.9,82.2,29.2,642.8,0,0
"2017-08-29 20:00:00",14331,3.058,354.5,33.29,81.3,29.5,643,0,0
"2017-08-29 21:00:00",14332,4.79,94.5,23.58,81,29.6,643.4,0,0
"2017-08-29 22:00:00",14333,5.158,54.41,41.81,81.7,27.7,643.5,0,0
"2017-08-29 23:00:00",14334,4.558,330.6,26.25,80.7,28.6,643.2,0,0
"2017-08-30 00:00:00",14335,4.217,292.3,21.6,80.2,28.7,643.1,0,0
"2017-08-30 01:00:00",14336,7.018,266,8.88,79.79,30.4,642.7,0,0
"2017-08-30 02:00:00",14337,5.106,303.1,9.77,78.89,30.7,642.6,0,0
"2017-08-30 03:00:00",14338,6.013,307.9,6.019,79.42,29,642.5,0,0
"2017-08-30 04:00:00",14339,5.667,305.8,6.149,79.95,30.4,642.5,0,0
"2017-08-30 05:00:00",14340,3.259,299.2,9.45,78.65,31,642.8,0,0
"2017-08-30 06:00:00",14341,3.799,311.2,10.52,78.55,29.6,643,0,0
"2017-08-30 07:00:00",14342,3.052,26.85,31.33,80.6,26.7,643.4,0,0
"2017-08-30 08:00:00",14343,4.061,28.79,43.83,84.3,24.5,643.7,0,0
"2017-08-30 09:00:00",14344,5.78,78.05,17.02,84.8,24.1,643.8,0,0
"2017-08-30 10:00:00",14345,3.308,50.72,43.7,85.5,21.6,643.7,0,0
"2017-08-30 11:00:00",14346,4.77,46.06,44.32,87.8,21.8,643.4,0,0
"2017-08-30 12:00:00",14347,4.606,92.2,55.84,88.8,21.7,643.1,0,0
"2017-08-30 13:00:00",14348,7.515,147.8,37.99,85.9,27,643.3,0.003,0
"2017-08-30 14:00:00",14349,13.84,84.6,18.9,83.9,24.1,642.9,0.044,0
"2017-08-30 15:00:00",14350,10.06,75.44,18.09,84.8,24.5,642.5,0,0
"2017-08-30 16:00:00",14351,6.185,50.04,19.84,85.2,23.6,642.2,0,0
"2017-08-30 17:00:00",14352,2.92,62.19,49.34,86.2,24.2,641.9,0,0
"2017-08-30 18:00:00",14353,2.928,97.8,13.29,84.9,25.7,641.9,0,0
"2017-08-30 19:00:00",14354,8.22,303,14.7,83.5,29.4,642.8,0,0
"2017-08-30 20:00:00",14355,17,273.9,9.96,79.42,36.2,642.7,0.025,0
"2017-08-30 21:00:00",14356,8.7,256.6,17.94,77.97,33.5,643.1,0,0
"2017-08-30 22:00:00",14357,10.92,354.3,31.74,78.06,53.9,644.2,0.092,0
"2017-08-30 23:00:00",14358,10.99,357.2,15.06,71.32,48.2,644.3,0.041,0
"2017-08-31 00:00:00",14359,12.33,357,13.04,72.1,47.3,644,0.069,0
"2017-08-31 01:00:00",14360,5.661,265,53.35,70.66,38.6,643.5,0.073,0
"2017-08-31 02:00:00",14361,5.875,72.48,31.33,68.75,60.2,643.7,0.031,0
"2017-08-31 03:00:00",14362,2.922,310.4,36.7,67.46,60.3,643.6,0,0
"2017-08-31 04:00:00",14363,3.04,339.1,56.53,69.78,54,643.4,0,0
"2017-08-31 05:00:00",14364,2.871,35.12,32.3,70.23,49.7,643.2,0,0
"2017-08-31 06:00:00",14365,6.346,306.7,16.61,70.5,39.7,643.3,0,0
"2017-08-31 07:00:00",14366,5.704,306.7,22.89,75.96,37.4,643.8,0,0
"2017-08-31 08:00:00",14367,5.19,249.9,22.37,77.68,31.3,644.3,0,0
"2017-08-31 09:00:00",14368,5.323,260.1,24.93,80.3,29.4,644.1,0,0
"2017-08-31 10:00:00",14369,4.35,60.02,30.24,80.2,38.7,644.1,0,0
"2017-08-31 11:00:00",14370,3.929,350.7,25.12,80.3,30.1,643.9,0,0
"2017-08-31 12:00:00",14371,3.536,37.83,60.72,84.2,27.2,643.4,0,0
"2017-08-31 13:00:00",14372,5.278,73.48,40.59,86.1,25.8,643.1,0,0
"2017-08-31 14:00:00",14373,6.286,103.3,34.42,86.4,25.3,642.4,0,0
"2017-08-31 15:00:00",14374,13,117.6,13.44,83.7,43.8,642.5,0.021,0
"2017-08-31 16:00:00",14375,12.12,137.8,9.32,78.16,33.9,642.2,0,0
"2017-08-31 17:00:00",14376,13.46,147,7.798,80.2,28.5,642.1,0,0
"2017-08-31 18:00:00",14377,8.83,158.7,12.94,81,29.2,642.2,0,0
"2017-08-31 19:00:00",14378,3.438,312.8,43.44,80.7,27.9,642.6,0,0
"2017-08-31 20:00:00",14379,3.898,215.2,31.61,80.1,27.7,643.1,0,0
"2017-08-31 21:00:00",14380,3.565,315.9,19.41,80.5,30,643.1,0,0
"2017-08-31 22:00:00",14381,2.981,215.9,42.55,77.65,33,643.1,0,0
"2017-08-31 23:00:00",14382,3.439,333.9,31.71,76.1,33.8,643.5,0,0
"2017-09-01 00:00:00",14383,3.18,86.6,21.97,75.11,36.9,643.5,0,0
"2017-09-01 01:00:00",14384,3.012,286.3,23.48,73.91,32.2,643.5,0,0
"2017-09-01 02:00:00",14385,1.8,135,57.29,74.16,31,643.4,0,0
"2017-09-01 03:00:00",14386,2.05,117.6,46,74.55,33.2,643.5,0,0
"2017-09-01 04:00:00",14387,0.971,251.9,59.39,73.01,34.1,643.7,0,0
"2017-09-01 05:00:00",14388,1.953,354.4,21.48,72.97,34,644,0,0
"2017-09-01 06:00:00",14389,1.699,98.9,20.25,72.1,35,644.3,0,0
"2017-09-01 07:00:00",14390,2.912,119.2,22.51,74.15,32.6,644.5,0,0
"2017-09-01 08:00:00",14391,4.052,110,26.18,78.06,26.1,644.6,0,0
"2017-09-01 09:00:00",14392,6.108,68.54,21.5,80.7,23.6,644.9,0,0
"2017-09-01 10:00:00",14393,8.5,65.24,18.19,81.7,21.7,644.9,0,0
"2017-09-01 11:00:00",14394,8.42,50.71,19.61,83.1,21.5,644.6,0,0
"2017-09-01 12:00:00",14395,7.246,45.54,22.21,84.9,20.5,644.4,0,0
"2017-09-01 13:00:00",14396,7.367,42.46,29.95,86.7,18.4,643.9,0,0
"2017-09-01 14:00:00",14397,7.622,46.58,32.13,88,17.4,643.4,0,0
"2017-09-01 15:00:00",14398,7.789,31.04,26.12,88.9,16.9,643.1,0,0
"2017-09-01 16:00:00",14399,6.958,38.29,26.69,89.1,16.3,643,0,0
"2017-09-01 17:00:00",14400,6.768,28.96,21.91,88.8,15.3,642.8,0,0
"2017-09-01 18:00:00",14401,4.968,45.84,16.02,87.8,16.5,642.8,0,0
"2017-09-01 19:00:00",14402,2.814,358.9,14.75,85.5,19.2,643.1,0,0
"2017-09-01 20:00:00",14403,3.147,310.9,9.28,82,22.2,643.4,0,0
"2017-09-01 21:00:00",14404,1.961,304.2,32.48,79.6,24.4,643.5,0,0
"2017-09-01 22:00:00",14405,2.243,307.1,21.39,78.16,23.7,643.6,0,0
"2017-09-01 23:00:00",14406,3.294,322.1,8.4,77.58,25.7,643.5,0,0
"2017-09-02 00:00:00",14407,4.105,310.3,5.803,75.67,27,643.4,0,0
"2017-09-02 01:00:00",14408,3.855,316.9,6.713,75.68,26.6,643.3,0,0
"2017-09-02 02:00:00",14409,3.821,358.5,12.64,78.11,22.5,643.1,0,0
"2017-09-02 03:00:00",14410,2.956,337.5,33.71,78.51,23.1,643.2,0,0
"2017-09-02 04:00:00",14411,3.176,337.9,27,78.69,22.3,643.3,0,0
"2017-09-02 05:00:00",14412,3.859,6.511,11.64,79.88,19.3,643.6,0,0
"2017-09-02 06:00:00",14413,2.748,47.13,38.02,79.43,21.3,643.9,0,0
"2017-09-02 07:00:00",14414,5.684,41.94,16.38,80.7,19.4,644.2,0,0
"2017-09-02 08:00:00",14415,8.55,42.48,14.9,82.1,17.4,644.6,0,0
"2017-09-02 09:00:00",14416,10.74,50.42,13.03,83.1,16.7,644.9,0,0
"2017-09-02 10:00:00",14417,10.13,50.53,12.71,84.4,16.5,645,0,0
"2017-09-02 11:00:00",14418,9.8,76.95,18.7,86.4,16.3,644.9,0,0
"2017-09-02 12:00:00",14419,9.47,104.4,20.11,87.9,17.1,644.8,0,0
"2017-09-02 13:00:00",14420,8.72,96,19.71,88.7,19.9,644.5,0,0
"2017-09-02 14:00:00",14421,9.44,115.1,23.12,89,20.4,644.2,0,0
"2017-09-02 15:00:00",14422,9.81,117,16.56,89.1,22.6,643.9,0,0
"2017-09-02 16:00:00",14423,9.17,109.2,19.88,89.2,21.2,644,0,0
"2017-09-02 17:00:00",14424,6.926,41.34,22.56,88.8,21.3,643.9,0,0
"2017-09-02 18:00:00",14425,5.113,88.7,20.69,87.2,26,644,0,0
"2017-09-02 19:00:00",14426,5.685,168.7,16.66,84.3,31.6,644.6,0,0
"2017-09-02 20:00:00",14427,12.56,149,13.81,81,38,646.3,0,0
"2017-09-02 21:00:00",14428,14.16,128.2,12.1,73.79,40.5,646,0,0
"2017-09-02 22:00:00",14429,3.436,45.39,60.51,77.38,35.6,645.6,0,0
"2017-09-02 23:00:00",14430,4.224,287.5,24.64,77.09,24.4,645.4,0,0
"2017-09-03 00:00:00",14431,2.846,311.8,40.67,77.8,28.2,645.2,0,0
"2017-09-03 01:00:00",14432,5.324,301,12.12,77.94,26.9,645.2,0,0
"2017-09-03 02:00:00",14433,5.679,300.8,8.75,76.43,30.4,645.2,0,0
"2017-09-03 03:00:00",14434,6.106,281.9,9.82,76.92,29.7,645.2,0,0
"2017-09-03 04:00:00",14435,5.017,308.2,8.29,75.67,32.3,645.5,0,0
"2017-09-03 05:00:00",14436,5.451,309,8.14,74.28,35.8,645.8,0,0
"2017-09-03 06:00:00",14437,3.334,301.8,16.1,72.92,36.5,646.1,0,0
"2017-09-03 07:00:00",14438,2.846,313.2,24.96,75.06,33.9,646.4,0,0
"2017-09-03 08:00:00",14439,2.43,134.8,30.64,79.82,29,646.4,0,0
"2017-09-03 09:00:00",14440,5.404,85.7,28.82,81.9,30.2,646.5,0,0
"2017-09-03 10:00:00",14441,5.975,79.71,27.27,82.7,27.4,646.6,0,0
"2017-09-03 11:00:00",14442,5.924,80.9,31.74,84.7,25.9,646.3,0,0
"2017-09-03 12:00:00",14443,6.582,113,52.88,85.8,24.8,645.9,0,0
